id_produto,categoria,custo_medio,data,quantidade_saida,quantidade_entrada,preco_und_medio,valor_total,dia_semana,mes,is_weekend,semana_do_ano,saldo_dia,categoria_encoded
100101,Electronics,80.03144836425781,2022-02-04,76,0,68.33828735351562,5193.7098388671875,4,2,0,5,3079,1
100101,Electronics,80.03144836425781,2022-02-05,81,0,68.33828735351562,5535.401275634766,5,2,1,5,3160,1
100101,Electronics,80.03144836425781,2022-02-06,65,124,67.29259567260742,12692.187437438964,6,2,1,5,3225,1
100101,Electronics,80.03144836425781,2022-02-07,74,0,67.73519134521484,5012.404159545898,0,2,0,6,3299,1
100101,Electronics,80.03144836425781,2022-02-08,84,298,75.31991027832032,29127.464926757813,1,2,0,6,3383,1
100101,Electronics,80.03144836425781,2022-02-09,83,0,73.65982055664062,6113.765106201172,2,2,0,6,3466,1
100101,Electronics,80.03144836425781,2022-02-10,59,0,73.65982055664062,4345.929412841797,3,2,0,6,3525,1
100101,Electronics,80.03144836425781,2022-02-11,108,247,77.09871994018555,27525.90350708008,4,2,0,6,3633,1
100101,Electronics,80.03144836425781,2022-02-12,111,288,79.36697814941405,31905.13914916992,5,2,1,6,3744,1
100101,Electronics,80.03144836425781,2022-02-13,65,0,78.02395629882812,5071.557159423828,6,2,1,6,3809,1
100101,Electronics,80.03144836425781,2022-02-14,54,0,78.02395629882812,4213.293640136719,0,2,0,7,3863,1
100101,Electronics,80.03144836425781,2022-02-15,109,0,78.02395629882812,8504.611236572266,1,2,0,7,3972,1
100101,Electronics,80.03144836425781,2022-02-16,114,0,78.02395629882812,8894.731018066406,2,2,0,7,4086,1
100101,Electronics,80.03144836425781,2022-02-17,66,142,57.77718811035156,11358.188830566407,3,2,0,7,4152,1
100101,Electronics,80.03144836425781,2022-02-18,142,218,77.04025161743164,28055.191459350586,4,2,0,7,4294,1
100101,Electronics,80.03144836425781,2022-02-19,41,0,72.82050323486328,2985.6406326293945,5,2,1,7,4335,1
100101,Electronics,80.03144836425781,2022-02-20,161,267,76.66734558105469,32967.60527709961,6,2,1,7,4496,1
100101,Electronics,80.03144836425781,2022-02-21,135,0,75.21469116210938,10153.983306884766,0,2,0,8,4631,1
100101,Electronics,80.03144836425781,2022-02-22,81,294,73.53212677001953,27454.814536743164,1,2,0,8,4712,1
100101,Electronics,80.03144836425781,2022-02-23,167,0,74.09425354003906,12373.740341186523,2,2,0,8,4879,1
100101,Electronics,80.03144836425781,2022-02-24,104,0,74.09425354003906,7705.8023681640625,3,2,0,8,4983,1
100101,Electronics,80.03144836425781,2022-02-25,111,243,76.83242630004884,27317.15863861084,4,2,0,8,5094,1
100101,Electronics,80.03144836425781,2022-02-26,73,0,75.93485260009766,5543.244239807129,5,2,1,8,5167,1
100101,Electronics,80.03144836425781,2022-02-27,141,305,76.88091156005859,34339.57705993652,6,2,1,8,5308,1
100101,Electronics,80.03144836425781,2022-02-28,112,0,76.57182312011719,8576.044189453125,0,2,0,9,5420,1
100101,Electronics,80.03144836425781,2022-03-01,89,283,75.98386276245117,28222.56757171631,1,3,0,9,5509,1
100101,Electronics,80.03144836425781,2022-03-02,101,0,76.20772552490234,7696.980278015137,2,3,0,9,5610,1
100101,Electronics,80.03144836425781,2022-03-03,111,0,76.20772552490234,8459.05753326416,3,3,0,9,5721,1
100101,Electronics,80.03144836425781,2022-03-04,95,0,76.20772552490234,7239.733924865723,4,3,0,9,5816,1
100101,Electronics,80.03144836425781,2022-03-05,87,171,71.02913375854493,18148.349273986816,5,3,1,9,5903,1
100101,Electronics,80.03144836425781,2022-03-06,115,301,65.68985336303712,26847.126273498536,6,3,1,9,6018,1
100101,Electronics,80.03144836425781,2022-03-07,94,0,68.26970672607422,6417.352432250977,0,3,0,10,6112,1
100101,Electronics,80.03144836425781,2022-03-08,45,0,68.26970672607422,3072.13680267334,1,3,0,10,6157,1
100101,Electronics,80.03144836425781,2022-03-09,195,383,78.07102310180665,45720.81900970459,2,3,0,10,6352,1
100101,Electronics,80.03144836425781,2022-03-10,65,0,74.90204620361328,4868.633003234863,3,3,0,10,6417,1
100101,Electronics,80.03144836425781,2022-03-11,32,0,74.90204620361328,2396.865478515625,4,3,0,10,6449,1
100101,Electronics,80.03144836425781,2022-03-12,77,0,74.90204620361328,5767.457557678223,5,3,1,10,6526,1
100101,Electronics,80.03144836425781,2022-03-13,75,0,74.90204620361328,5617.653465270996,6,3,1,10,6601,1
100101,Electronics,80.03144836425781,2022-03-14,118,192,77.41679443359375,24081.583486328127,0,3,0,11,6719,1
100101,Electronics,80.03144836425781,2022-03-15,129,0,76.3035888671875,9843.162963867188,1,3,0,11,6848,1
100101,Electronics,80.03144836425781,2022-03-16,103,203,71.53666244506836,21708.552463684082,2,3,0,11,6951,1
100101,Electronics,80.03144836425781,2022-03-17,92,0,73.35332489013672,6748.505889892578,3,3,0,11,7043,1
100101,Electronics,80.03144836425781,2022-03-18,103,172,69.27699722290039,18930.63142791748,4,3,0,11,7146,1
100101,Electronics,80.03144836425781,2022-03-19,75,270,78.77617034912109,27747.925552368164,5,3,1,11,7221,1
100101,Electronics,80.03144836425781,2022-03-20,147,0,75.85234069824219,11150.294082641602,6,3,1,11,7368,1
100101,Electronics,80.03144836425781,2022-03-21,74,0,75.85234069824219,5613.073211669922,0,3,0,12,7442,1
100101,Electronics,80.03144836425781,2022-03-22,80,0,75.85234069824219,6068.187255859375,1,3,0,12,7522,1
100101,Electronics,80.03144836425781,2022-03-23,90,147,65.84458770751954,15360.375787353516,2,3,0,12,7612,1
100101,Electronics,80.03144836425781,2022-03-24,41,0,70.13917541503906,2875.7061920166016,3,3,0,12,7653,1
100101,Electronics,80.03144836425781,2022-03-25,107,275,69.10226013183595,26344.60366821289,4,3,0,12,7760,1
100101,Electronics,80.03144836425781,2022-03-26,99,0,69.41452026367188,6872.037506103516,5,3,1,12,7859,1
100101,Electronics,80.03144836425781,2022-03-27,111,0,69.41452026367188,7705.011749267578,6,3,1,12,7970,1
100101,Electronics,80.03144836425781,2022-03-28,65,119,62.744031066894536,11382.68403869629,0,3,0,13,8035,1
100101,Electronics,80.03144836425781,2022-03-29,130,342,79.48411102294922,38293.6688659668,1,3,0,13,8165,1
100101,Electronics,80.03144836425781,2022-03-30,73,0,75.81822204589844,5534.730209350586,2,3,0,13,8238,1
100101,Electronics,80.03144836425781,2022-03-31,121,0,75.81822204589844,9174.004867553711,3,3,0,13,8359,1
100101,Electronics,80.03144836425781,2022-04-01,59,0,75.81822204589844,4473.275100708008,4,4,0,13,8418,1
100101,Electronics,80.03144836425781,2022-04-02,111,200,70.44739120483399,21745.610847473145,5,4,1,13,8529,1
100101,Electronics,80.03144836425781,2022-04-03,97,321,81.51160797119141,34725.57194641113,6,4,1,13,8626,1
100101,Electronics,80.03144836425781,2022-04-04,89,0,78.59321594238281,6994.79621887207,0,4,0,14,8715,1
100101,Electronics,80.03144836425781,2022-04-05,79,0,78.59321594238281,6208.864059448242,1,4,0,14,8794,1
100101,Electronics,80.03144836425781,2022-04-06,65,0,78.59321594238281,5108.559036254883,2,4,0,14,8859,1
100101,Electronics,80.03144836425781,2022-04-07,71,0,78.59321594238281,5580.11833190918,3,4,0,14,8930,1
100101,Electronics,80.03144836425781,2022-04-08,69,264,71.0942593383789,23248.457788696287,4,4,0,14,8999,1
100101,Electronics,80.03144836425781,2022-04-09,43,0,73.27851867675781,3150.976303100586,5,4,1,14,9042,1
100101,Electronics,80.03144836425781,2022-04-10,131,333,82.65653228759766,39028.011459350586,6,4,1,14,9173,1
100101,Electronics,80.03144836425781,2022-04-11,143,0,79.31306457519531,11341.76823425293,0,4,0,15,9316,1
100101,Electronics,80.03144836425781,2022-04-12,132,308,73.85684448242188,32103.326943359378,1,4,0,15,9448,1
100101,Electronics,80.03144836425781,2022-04-13,84,0,76.09368896484375,6391.869873046875,2,4,0,15,9532,1
100101,Electronics,80.03144836425781,2022-04-14,106,0,76.09368896484375,8065.9310302734375,3,4,0,15,9638,1
100101,Electronics,80.03144836425781,2022-04-15,132,328,82.73166122436524,38559.958563232416,4,4,0,15,9770,1
100101,Electronics,80.03144836425781,2022-04-16,93,0,80.16332244873047,7455.188987731934,5,4,1,15,9863,1
100101,Electronics,80.03144836425781,2022-04-17,105,0,80.16332244873047,8417.1488571167,6,4,1,15,9968,1
100101,Electronics,80.03144836425781,2022-04-18,68,0,80.16332244873047,5451.105926513672,0,4,0,16,10036,1
100101,Electronics,80.03144836425781,2022-04-19,62,0,80.16332244873047,4970.125991821289,1,4,0,16,10098,1
100101,Electronics,80.03144836425781,2022-04-20,116,191,77.36741622924805,23662.740565185548,2,4,0,16,10214,1
100101,Electronics,80.03144836425781,2022-04-21,84,0,78.5548324584961,6598.605926513672,3,4,0,16,10298,1
100101,Electronics,80.03144836425781,2022-04-22,59,0,78.5548324584961,4634.7351150512695,4,4,0,16,10357,1
100101,Electronics,80.03144836425781,2022-04-23,35,0,78.5548324584961,2749.4191360473633,5,4,1,16,10392,1
100101,Electronics,80.03144836425781,2022-04-24,30,0,78.5548324584961,2356.644973754883,6,4,1,16,10422,1
100101,Electronics,80.03144836425781,2022-04-25,66,106,62.58955001831055,10501.820602416992,0,4,0,17,10488,1
100101,Electronics,80.03144836425781,2022-04-26,40,119,59.02460922241211,9029.838737792968,1,4,0,17,10528,1
100101,Electronics,80.03144836425781,2022-04-27,66,0,63.51921844482422,4192.268417358398,2,4,0,17,10594,1
100101,Electronics,80.03144836425781,2022-04-28,62,132,63.80578216552735,12387.01698852539,3,4,0,17,10656,1
100101,Electronics,80.03144836425781,2022-04-29,42,0,63.68156433105469,2674.625701904297,4,4,0,17,10698,1
100101,Electronics,80.03144836425781,2022-04-30,29,0,63.68156433105469,1846.765365600586,5,4,1,17,10727,1
100101,Electronics,80.03144836425781,2022-05-01,49,0,63.68156433105469,3120.3966522216797,6,5,1,17,10776,1
100101,Electronics,80.03144836425781,2022-05-02,24,0,63.68156433105469,1528.3575439453125,0,5,0,18,10800,1
100101,Electronics,80.03144836425781,2022-05-03,43,119,56.62712677001953,8986.09290222168,1,5,0,18,10843,1
100101,Electronics,80.03144836425781,2022-05-04,64,142,59.725936050415044,12324.139814453125,2,5,0,18,10907,1
100101,Electronics,80.03144836425781,2022-05-05,70,0,59.46187210083008,4162.3310470581055,3,5,0,18,10977,1
100101,Electronics,80.03144836425781,2022-05-06,35,0,59.46187210083008,2081.1655235290527,4,5,0,18,11012,1
100101,Electronics,80.03144836425781,2022-05-07,60,125,59.35450485229492,10977.69058227539,5,5,1,18,11072,1
100101,Electronics,80.03144836425781,2022-05-08,49,0,59.399009704589844,2910.5514755249023,6,5,1,18,11121,1
100101,Electronics,80.03144836425781,2022-05-09,58,157,54.677384796142576,11577.696636352539,0,5,0,19,11179,1
100101,Electronics,80.03144836425781,2022-05-10,29,0,56.474769592285156,1637.7683181762695,1,5,0,19,11208,1
100101,Electronics,80.03144836425781,2022-05-11,31,0,56.474769592285156,1750.7178573608398,2,5,0,19,11239,1
100101,Electronics,80.03144836425781,2022-05-12,44,0,56.474769592285156,2484.889862060547,3,5,0,19,11283,1
100101,Electronics,80.03144836425781,2022-05-13,53,156,65.03961647033691,13924.979345855714,4,5,0,19,11336,1
100101,Electronics,80.03144836425781,2022-05-14,36,0,61.81923294067383,2225.492385864258,5,5,1,19,11372,1
100101,Electronics,80.03144836425781,2022-05-15,53,0,61.81923294067383,3276.419345855713,6,5,1,19,11425,1
100101,Electronics,80.03144836425781,2022-05-16,67,140,64.22977363586426,13369.30966720581,0,5,0,20,11492,1
100101,Electronics,80.03144836425781,2022-05-17,85,0,63.219547271728516,5373.661518096924,1,5,0,20,11577,1
100101,Electronics,80.03144836425781,2022-05-18,46,0,63.219547271728516,2908.0991744995117,2,5,0,20,11623,1
100101,Electronics,80.03144836425781,2022-05-19,60,109,54.52042510986328,9044.391013183595,3,5,0,20,11683,1
100101,Electronics,80.03144836425781,2022-05-20,42,0,57.98085021972656,2435.1957092285156,4,5,0,20,11725,1
100101,Electronics,80.03144836425781,2022-05-21,81,199,63.87801170349121,18077.237895965576,5,5,1,20,11806,1
100101,Electronics,80.03144836425781,2022-05-22,70,207,62.73238464355469,17402.57385009766,6,5,1,20,11876,1
100101,Electronics,80.03144836425781,2022-05-23,48,0,62.544769287109375,3002.14892578125,0,5,0,21,11924,1
100101,Electronics,80.03144836425781,2022-05-24,19,0,62.544769287109375,1188.3506164550781,1,5,0,21,11943,1
100101,Electronics,80.03144836425781,2022-05-25,36,0,62.544769287109375,2251.6116943359375,2,5,0,21,11979,1
100101,Electronics,80.03144836425781,2022-05-26,72,0,62.544769287109375,4503.223388671875,3,5,0,21,12051,1
100101,Electronics,80.03144836425781,2022-05-27,50,0,62.544769287109375,3127.2384643554688,4,5,0,21,12101,1
100101,Electronics,80.03144836425781,2022-05-28,86,237,71.26130767822266,23381.114920654298,5,5,1,21,12187,1
100101,Electronics,80.03144836425781,2022-05-29,95,0,68.85261535644531,6540.998458862305,6,5,1,21,12282,1
100101,Electronics,80.03144836425781,2022-05-30,57,217,70.23258911132812,19321.715158691404,0,5,0,22,12339,1
100101,Electronics,80.03144836425781,2022-05-31,82,0,69.74517822265625,5719.1046142578125,1,5,0,22,12421,1
100101,Electronics,80.03144836425781,2022-06-01,145,278,72.55413452148437,30825.509011230468,2,6,0,22,12566,1
100101,Electronics,80.03144836425781,2022-06-02,93,0,71.53826904296875,6653.059020996094,3,6,0,22,12659,1
100101,Electronics,80.03144836425781,2022-06-03,44,0,71.53826904296875,3147.683837890625,4,6,0,22,12703,1
100101,Electronics,80.03144836425781,2022-06-04,34,0,71.53826904296875,2432.3011474609375,5,6,1,22,12737,1
100101,Electronics,80.03144836425781,2022-06-05,45,0,71.53826904296875,3219.2221069335938,6,6,1,22,12782,1
100101,Electronics,80.03144836425781,2022-06-06,107,227,75.23858367919922,25279.856907348632,0,6,0,23,12889,1
100101,Electronics,80.03144836425781,2022-06-07,55,0,73.98716735839844,4069.294204711914,1,6,0,23,12944,1
100101,Electronics,80.03144836425781,2022-06-08,134,270,71.33949584960938,28693.384887695312,2,6,0,23,13078,1
100101,Electronics,80.03144836425781,2022-06-09,74,0,72.27899169921875,5348.6453857421875,3,6,0,23,13152,1
100101,Electronics,80.03144836425781,2022-06-10,67,0,72.27899169921875,4842.692443847656,4,6,0,23,13219,1
100101,Electronics,80.03144836425781,2022-06-11,100,256,76.50513412475587,27475.266824951173,5,6,1,23,13319,1
100101,Electronics,80.03144836425781,2022-06-12,138,0,74.97026824951172,10345.897018432617,6,6,1,23,13457,1
100101,Electronics,80.03144836425781,2022-06-13,52,0,74.97026824951172,3898.4539489746094,0,6,0,24,13509,1
100101,Electronics,80.03144836425781,2022-06-14,126,225,80.95069259643554,28629.444534301758,1,6,0,24,13635,1
100101,Electronics,80.03144836425781,2022-06-15,82,0,78.7713851928711,6459.25358581543,2,6,0,24,13717,1
100101,Electronics,80.03144836425781,2022-06-16,42,0,78.7713851928711,3308.398178100586,3,6,0,24,13759,1
100101,Electronics,80.03144836425781,2022-06-17,113,220,72.06264221191407,23748.337139892577,4,6,0,24,13872,1
100101,Electronics,80.03144836425781,2022-06-18,120,302,73.27859634399414,30851.023122558592,5,6,1,24,13992,1
100101,Electronics,80.03144836425781,2022-06-19,123,0,73.67719268798828,9062.294700622559,6,6,1,24,14115,1
100101,Electronics,80.03144836425781,2022-06-20,69,0,73.67719268798828,5083.726295471191,0,6,0,25,14184,1
100101,Electronics,80.03144836425781,2022-06-21,126,0,73.67719268798828,9283.326278686523,1,6,0,25,14310,1
100101,Electronics,80.03144836425781,2022-06-22,63,216,70.71131790161132,19582.90605560303,2,6,0,25,14373,1
100101,Electronics,80.03144836425781,2022-06-23,44,0,71.66263580322266,3153.155975341797,3,6,0,25,14417,1
100101,Electronics,80.03144836425781,2022-06-24,56,0,71.66263580322266,4013.1076049804688,4,6,0,25,14473,1
100101,Electronics,80.03144836425781,2022-06-25,58,0,71.66263580322266,4156.432876586914,5,6,1,25,14531,1
100101,Electronics,80.03144836425781,2022-06-26,110,193,69.8922381591797,21127.362395019532,6,6,1,25,14641,1
100101,Electronics,80.03144836425781,2022-06-27,62,0,70.49447631835938,4370.657531738281,0,6,0,26,14703,1
100101,Electronics,80.03144836425781,2022-06-28,96,203,63.180431060791015,18615.912763671877,1,6,0,26,14799,1
100101,Electronics,80.03144836425781,2022-06-29,27,0,65.75086212158203,1775.2732772827148,2,6,0,26,14826,1
100101,Electronics,80.03144836425781,2022-06-30,39,0,65.75086212158203,2564.283622741699,3,6,0,26,14865,1
100101,Electronics,80.03144836425781,2022-07-01,45,0,65.75086212158203,2958.7887954711914,4,7,0,26,14910,1
100101,Electronics,80.03144836425781,2022-07-02,27,0,65.75086212158203,1775.2732772827148,5,7,1,26,14937,1
100101,Electronics,80.03144836425781,2022-07-03,48,145,63.53450973510742,12177.332934570311,6,7,1,26,14985,1
100101,Electronics,80.03144836425781,2022-07-04,29,0,64.40901947021484,1867.8615646362305,0,7,0,27,15014,1
100101,Electronics,80.03144836425781,2022-07-05,35,0,64.40901947021484,2254.3156814575195,1,7,0,27,15049,1
100101,Electronics,80.03144836425781,2022-07-06,37,0,64.40901947021484,2383.133720397949,2,7,0,27,15086,1
100101,Electronics,80.03144836425781,2022-07-07,46,128,60.09129203796387,10307.358867492676,3,7,0,27,15132,1
100101,Electronics,80.03144836425781,2022-07-08,22,0,61.902584075927734,1361.8568496704102,4,7,0,27,15154,1
100101,Electronics,80.03144836425781,2022-07-09,33,0,61.902584075927734,2042.7852745056152,5,7,1,27,15187,1
100101,Electronics,80.03144836425781,2022-07-10,42,0,61.902584075927734,2599.908531188965,6,7,1,27,15229,1
100101,Electronics,80.03144836425781,2022-07-11,15,0,61.902584075927734,928.538761138916,0,7,0,28,15244,1
100101,Electronics,80.03144836425781,2022-07-12,32,73,54.804934692382815,5604.6658203125,1,7,0,28,15276,1
100101,Electronics,80.03144836425781,2022-07-13,20,0,58.459869384765625,1169.1973876953125,2,7,0,28,15296,1
100101,Electronics,80.03144836425781,2022-07-14,52,154,56.41396423339844,11545.392280273438,3,7,0,28,15348,1
100101,Electronics,80.03144836425781,2022-07-15,29,0,57.157928466796875,1657.5799255371094,4,7,0,28,15377,1
100101,Electronics,80.03144836425781,2022-07-16,86,226,59.8970475769043,18824.092183227538,5,7,1,28,15463,1
100101,Electronics,80.03144836425781,2022-07-17,50,0,58.924095153808594,2946.2047576904297,6,7,1,28,15513,1
100101,Electronics,80.03144836425781,2022-07-18,39,0,58.924095153808594,2298.039710998535,0,7,0,29,15552,1
100101,Electronics,80.03144836425781,2022-07-19,47,0,58.924095153808594,2769.432472229004,1,7,0,29,15599,1
100101,Electronics,80.03144836425781,2022-07-20,65,0,58.924095153808594,3830.0661849975586,2,7,0,29,15664,1
100101,Electronics,80.03144836425781,2022-07-21,39,0,58.924095153808594,2298.039710998535,3,7,0,29,15703,1
100101,Electronics,80.03144836425781,2022-07-22,85,263,68.96382125854493,24393.889613952637,4,7,0,29,15788,1
100101,Electronics,80.03144836425781,2022-07-23,64,0,66.74764251708984,4271.84912109375,5,7,1,29,15852,1
100101,Electronics,80.03144836425781,2022-07-24,38,0,66.74764251708984,2536.410415649414,6,7,1,29,15890,1
100101,Electronics,80.03144836425781,2022-07-25,64,129,67.10399795532226,12961.86173828125,0,7,0,30,15954,1
100101,Electronics,80.03144836425781,2022-07-26,95,231,69.63856109619141,22843.80660827637,1,7,0,30,16049,1
100101,Electronics,80.03144836425781,2022-07-27,116,0,68.59712219238281,7957.266174316406,2,7,0,30,16165,1
100101,Electronics,80.03144836425781,2022-07-28,72,0,68.59712219238281,4938.9927978515625,3,7,0,30,16237,1
100101,Electronics,80.03144836425781,2022-07-29,83,299,75.52710723876953,29277.499801635742,4,7,0,30,16320,1
100101,Electronics,80.03144836425781,2022-07-30,72,0,73.55421447753906,5295.9034423828125,5,7,1,30,16392,1
100101,Electronics,80.03144836425781,2022-07-31,132,0,73.55421447753906,9709.156311035156,6,7,1,30,16524,1
100101,Electronics,80.03144836425781,2022-08-01,117,245,71.55530685424804,25816.58180389404,0,8,0,31,16641,1
100101,Electronics,80.03144836425781,2022-08-02,53,0,72.2306137084961,3828.222526550293,1,8,0,31,16694,1
100101,Electronics,80.03144836425781,2022-08-03,146,257,77.01621871948242,31243.305866088867,2,8,0,31,16840,1
100101,Electronics,80.03144836425781,2022-08-04,158,0,75.16243743896484,11875.665115356445,3,8,0,31,16998,1
100101,Electronics,80.03144836425781,2022-08-05,40,0,75.16243743896484,3006.4974975585938,4,8,0,31,17038,1
100101,Electronics,80.03144836425781,2022-08-06,41,0,75.16243743896484,3081.6599349975586,5,8,1,31,17079,1
100101,Electronics,80.03144836425781,2022-08-07,92,204,75.1304231262207,22237.437855224613,6,8,1,31,17171,1
100101,Electronics,80.03144836425781,2022-08-08,86,247,67.9551188659668,22183.87044494629,0,8,0,32,17257,1
100101,Electronics,80.03144836425781,2022-08-09,47,0,70.7202377319336,3323.851173400879,1,8,0,32,17304,1
100101,Electronics,80.03144836425781,2022-08-10,35,0,70.7202377319336,2475.208320617676,2,8,0,32,17339,1
100101,Electronics,80.03144836425781,2022-08-11,76,0,70.7202377319336,5374.738067626953,3,8,0,32,17415,1
100101,Electronics,80.03144836425781,2022-08-12,118,292,66.9595329284668,27225.549771118167,4,8,0,32,17533,1
100101,Electronics,80.03144836425781,2022-08-13,67,0,68.2690658569336,4574.027412414551,5,8,1,32,17600,1
100101,Electronics,80.03144836425781,2022-08-14,103,0,68.2690658569336,7031.71378326416,6,8,1,32,17703,1
100101,Electronics,80.03144836425781,2022-08-15,107,0,68.2690658569336,7304.7900466918945,0,8,0,33,17810,1
100101,Electronics,80.03144836425781,2022-08-16,97,337,65.48821166992187,28263.913063964843,1,8,0,33,17907,1
100101,Electronics,80.03144836425781,2022-08-17,54,0,66.14642333984375,3571.9068603515625,2,8,0,33,17961,1
100101,Electronics,80.03144836425781,2022-08-18,93,0,66.14642333984375,6151.617370605469,3,8,0,33,18054,1
100101,Electronics,80.03144836425781,2022-08-19,83,0,66.14642333984375,5490.153137207031,4,8,0,33,18137,1
100101,Electronics,80.03144836425781,2022-08-20,85,215,73.98494857788086,22539.341258239747,5,8,1,33,18222,1
100101,Electronics,80.03144836425781,2022-08-21,105,0,71.33989715576172,7490.6892013549805,6,8,1,33,18327,1
100101,Electronics,80.03144836425781,2022-08-22,91,202,76.12006088256837,22502.97108062744,0,8,0,34,18418,1
100101,Electronics,80.03144836425781,2022-08-23,144,291,76.3796940612793,33339.871889648435,1,8,0,34,18562,1
100101,Electronics,80.03144836425781,2022-08-24,48,0,75.5993881225586,3628.7706298828125,2,8,0,34,18610,1
100101,Electronics,80.03144836425781,2022-08-25,174,0,75.5993881225586,13154.293533325195,3,8,0,34,18784,1
100101,Electronics,80.03144836425781,2022-08-26,60,0,75.5993881225586,4535.963287353516,4,8,0,34,18844,1
100101,Electronics,80.03144836425781,2022-08-27,79,213,72.07145935058594,20883.87057739258,5,8,1,34,18923,1
100101,Electronics,80.03144836425781,2022-08-28,57,0,73.27291870117188,4176.556365966797,6,8,1,34,18980,1
100101,Electronics,80.03144836425781,2022-08-29,122,236,77.24566329956055,27828.861845092775,0,8,0,35,19102,1
100101,Electronics,80.03144836425781,2022-08-30,83,0,75.7113265991211,6284.040107727051,1,8,0,35,19185,1
100101,Electronics,80.03144836425781,2022-08-31,90,0,75.7113265991211,6814.019393920898,2,8,0,35,19275,1
100101,Electronics,80.03144836425781,2022-09-01,44,0,75.7113265991211,3331.298370361328,3,9,0,35,19319,1
100101,Electronics,80.03144836425781,2022-09-02,50,105,68.00200119018555,10336.700119018555,4,9,0,35,19369,1
100101,Electronics,80.03144836425781,2022-09-03,139,213,73.29361099243164,25842.743855895995,5,9,1,35,19508,1
